Wavelength (nm),Abs
200,0.356693802
201,0.354209093
202,0.353596655
203,0.352422294
204,0.351751228
205,0.350875085
206,0.35049325
207,0.349377883
208,0.348255788
209,0.34591957
210,0.344039766
211,0.341756526
212,0.339490564
213,0.336189635
214,0.333117321
215,0.329771564
216,0.326254433
217,0.322152726
218,0.318508511
219,0.314772237
220,0.310792377
221,0.30716962
222,0.303103645
223,0.299143253
224,0.294992789
225,0.291048703
226,0.287581061
227,0.283678075
228,0.280030056
229,0.276134264
230,0.273021558
231,0.269096883
232,0.265808625
233,0.262179576
234,0.25871313
235,0.255491636
236,0.25242005
237,0.249304497
238,0.246179485
239,0.24317384
240,0.240328198
241,0.237592062
242,0.235250617
243,0.232873766
244,0.230076585
245,0.227617228
246,0.22580275
247,0.223419923
248,0.221236042
249,0.219595827
250,0.217638387
251,0.215658868
252,0.21393864
253,0.212599616
254,0.210465707
255,0.208742238
256,0.207477713
257,0.205470078
258,0.204115068
259,0.20250476
260,0.201040529
261,0.198989327
262,0.197374046
263,0.195776557
264,0.193503877
265,0.191941148
266,0.18981023
267,0.187988483
268,0.185818696
269,0.184205581
270,0.181706328
271,0.180203467
272,0.178058043
273,0.176190615
274,0.174122163
275,0.171943122
276,0.169948068
277,0.167792742
278,0.166053051
279,0.164249838
280,0.16205156
281,0.160000272
282,0.157963437
283,0.155859672
284,0.154173024
285,0.151897598
286,0.150143396
287,0.148220249
288,0.146186337
289,0.144299112
290,0.142688058
291,0.140749727
292,0.138865901
293,0.137454592
294,0.135319191
295,0.133226648
296,0.131771219
297,0.13017179
298,0.129150042
299,0.127030174
300,0.125357343
301,0.123618152
302,0.122120615
303,0.120798032
304,0.119223492
305,0.11813666
306,0.116643747
307,0.115011356
308,0.113360897
309,0.111517341
310,0.11072556
311,0.10879399
312,0.107561319
313,0.106171057
314,0.104922319
315,0.103442366
316,0.102929726
317,0.101325305
318,0.09990034
319,0.098945699
320,0.097584974
321,0.096259146
322,0.095663526
323,0.094769705
324,0.09358939
325,0.092296997
326,0.090698408
327,0.0901281
328,0.088560799
329,0.08756283
330,0.086526474
331,0.085353839
332,0.084587778
333,0.082633919
334,0.081453272
335,0.080956142
336,0.080282721
337,0.078180807
338,0.07748161
339,0.076756516
340,0.075262503
341,0.074054299
342,0.072957249
343,0.072680236
344,0.072009903
345,0.070390571
346,0.070013425
347,0.068201619
348,0.068271825
349,0.064406738
350,0.062608105
351,0.064859971
352,0.062793861
353,0.061187187
354,0.059583612
355,0.059540517
356,0.058139759
357,0.058239082
358,0.056793704
359,0.056480726
360,0.055051454
361,0.05447178
362,0.052825276
363,0.052063496
364,0.051946634
365,0.050969067
366,0.049960997
367,0.04940095
368,0.048173305
369,0.047521249
370,0.047138495
371,0.045664121
372,0.045541537
373,0.043404569
374,0.043207711
375,0.042695102
376,0.041986761
377,0.042323532
378,0.04060013
379,0.040508694
380,0.039799871
381,0.038698861
382,0.038004299
383,0.037451236
384,0.035662304
385,0.035716614
386,0.035228962
387,0.035334987
388,0.034400547
389,0.033746031
390,0.03323216
391,0.032550319
392,0.032057528
393,0.031407236
394,0.031610387
395,0.03087275
396,0.029929852
397,0.029522556
398,0.02897791
399,0.02881435
400,0.028351083
401,0.027661844
402,0.026868531
403,0.026675574
404,0.026166828
405,0.025222298
406,0.025232221
407,0.024364314
408,0.024054034
409,0.023797609
410,0.02331197
411,0.02323917
412,0.022845126
413,0.02225465
414,0.022240034
415,0.021910264
416,0.02145891
417,0.020990958
418,0.021090457
419,0.020424491
420,0.020210028
421,0.019807823
422,0.01941977
423,0.019011462
424,0.019338932
425,0.018562446
426,0.01816539
427,0.017813706
428,0.018036668
429,0.017491945
430,0.017199786
431,0.017108492
432,0.017011946
433,0.016409023
434,0.015902832
435,0.016005976
436,0.015783746
437,0.015487147
438,0.015259915
439,0.014960583
440,0.014398891
441,0.014703103
442,0.014411569
443,0.013990912
444,0.014163044
445,0.014093873
446,0.013897592
447,0.013726216
448,0.013398701
449,0.0133584
450,0.012831429
451,0.013016093
452,0.012562212
453,0.012216729
454,0.012182424
455,0.011784603
456,0.011688979
457,0.011930621
458,0.011506462
459,0.011444076
460,0.011164234
461,0.010836235
462,0.011068737
463,0.010489419
