,
200,0.03529
201,0.038913
202,0.042435
203,0.04491
204,0.047241
205,0.049413
206,0.051478
207,0.052836
208,0.053967
209,0.054948
210,0.055639
211,0.0559
212,0.056044
213,0.055989
214,0.055687
215,0.055226
216,0.05445
217,0.05366
218,0.053145
219,0.052269
220,0.051739
221,0.05109
222,0.050602
223,0.049793
224,0.049077
225,0.048311
226,0.047433
227,0.046839
228,0.045872
229,0.045161
230,0.044402
231,0.043961
232,0.04315
233,0.042399
234,0.041783
235,0.041361
236,0.040481
237,0.040015
238,0.039707
239,0.039158
240,0.038677
241,0.038421
242,0.038032
243,0.037762
244,0.037522
245,0.037092
246,0.036794
247,0.036338
248,0.035906
249,0.035339
250,0.035089
251,0.034467
252,0.034219
253,0.034025
254,0.034087
255,0.03347
256,0.033361
257,0.032899
258,0.032476
259,0.032176
260,0.031929
261,0.031452
262,0.031228
263,0.030813
264,0.030434
265,0.030279
266,0.029639
267,0.029497
268,0.028958
269,0.028322
270,0.027563
271,0.027582
272,0.026885
273,0.026385
274,0.026281
275,0.026071
276,0.025719
277,0.025275
278,0.024848
279,0.024404
280,0.024039
281,0.023697
282,0.023123
283,0.022984
284,0.022338
285,0.021972
286,0.021618
287,0.021112
288,0.020504
289,0.020461
290,0.02003
291,0.019822
292,0.019249
293,0.018847
294,0.018617
295,0.018158
296,0.017867
297,0.017584
298,0.017374
299,0.016891
300,0.016823
301,0.01663
302,0.016128
303,0.015922
304,0.015791
305,0.015538
306,0.015238
307,0.015273
308,0.014869
309,0.015069
310,0.014795
311,0.014714
312,0.014067
313,0.01413
314,0.013678
315,0.013959
316,0.013282
317,0.013362
318,0.013264
319,0.013207
320,0.012714
321,0.012774
322,0.012377
323,0.012305
324,0.012081
325,0.011943
326,0.011659
327,0.011689
328,0.011289
329,0.011134
330,0.010699
331,0.010824
332,0.010668
333,0.010207
334,0.0098342
335,0.0098221
336,0.0097685
337,0.0094345
338,0.0094801
339,0.0094501
340,0.0086829
341,0.0087148
342,0.0089195
343,0.0091546
344,0.0082579
345,0.008318
346,0.0085018
347,0.0082681
348,0.0081198
349,0.0079714
350,0.007823
351,0.0076746
352,0.0075262
353,0.0073778
354,0.0072295
355,0.0070811
356,0.0069327
357,0.0067843
358,0.0066359
359,0.0064876
360,0.0063392
361,0.0061908
362,0.0060424
363,0.005894
364,0.0057456
365,0.0055973
366,0.0054584
367,0.0056911
368,0.0051276
369,0.0049575
370,0.0047876
371,0.0049308
372,0.0045781
373,0.004424
374,0.0045071
375,0.004279
376,0.0044314
377,0.0040391
378,0.0044695
379,0.0043607
380,0.0040275
381,0.0040784
382,0.0036354
383,0.0037222
384,0.0038876
385,0.0035053
386,0.0038114
387,0.0034925
388,0.0032413
389,0.0030838
390,0.0032128
391,0.0030424
392,0.0030866
393,0.0029702
394,0.0028865
395,0.0029161
396,0.0026831
397,0.002529
398,0.0030235
399,0.002458
400,0.0024148
401,0.002411
402,0.0025049
403,0.0024225
404,0.0028068
405,0.0021838
406,0.0025463
407,0.002348
408,0.0019874
409,0.0021919
410,0.0022168
411,0.0020254
412,0.0019187
413,0.0023828
414,0.0019644
415,0.0017363
416,0.0017881
417,0.0018602
418,0.0019039
419,0.0019194
420,0.0017296
421,0.0015737
422,0.0018705
423,0.0018081
424,0.0014598
425,0.0014367
426,0.0016232
427,0.0013212
428,0.0015432
429,0.00144
430,0.0013267
431,0.0014162
432,0.0012528
433,0.0013621
434,0.0013794
435,0.0014417
436,0.0014162
437,0.0014409
438,0.0012681
439,0.00098792
440,0.0013246
441,0.0013032
442,0.0011131
443,0.0012322
444,0.0010776
445,0.0012146
446,0.001238
447,0.0010884
448,0.0010346
449,0.00082875
450,0.0010177
451,0.00091404
452,0.0010904
453,0.0010267
454,0.0010162
455,0.00086527
456,0.00093344
457,0.00076221
458,0.00087959
459,0.00095461
460,0.00071372
461,0.00070926
462,0.0010237
463,0.00070394
464,0.00054029
465,0.00072111
466,0.00070179
467,0.00078399
468,0.00063394
469,0.00050082
470,0.00072889
471,0.0012485
472,0.00049307
473,0.00071214
474,0.00048988
475,0.00047244
476,0.00058798
477,0.00058962
478,0.00030611
479,0.00051697
480,0.00070568
481,0.00019157
482,0.00050341
483,0.00017909
484,0.00061515
485,0.00052775
